Method,Mean_Cost,Var_Cost,Std_Cost,Mean_Distance,Var_Distance,Std_Distance,Mean_Routes
Improved6.2 DBO-MACS-ACO,470.19451487268236,8.423432308093656,2.902314991191283,457.22553309754886,7.84018406043885,2.8000328677426003,8.0
